contract_id,vendor_id,item_name,category,contract_price,payment_terms,effective_date
CON011398,V0156,Mechanical Conveyor Belt,Mechanical,3693.71,Net15,2024-08-15
CON011399,V0280,Safety Conveyor Belt,Safety,285.35,Net15,2023-06-18
CON011400,V0141,Instrumentation Copper Wire,Instrumentation,3827.26,Net45,2022-07-04
CON011401,V0202,Safety Pneumatic Cylinder,Safety,250.25,Net45,2021-07-04
CON011402,V0088,Safety Pneumatic Cylinder,Safety,256.53,Net30,2023-09-12
CON011403,V0231,Safety Control Panel Heavy Duty,Safety,453.15,Net45,2022-02-10
CON011404,V0195,Electrical Steel Rod Standard,Electrical,1396.97,Net30,2021-07-02
CON011405,V0444,Instrumentation Bearing Premium,Instrumentation,2583.71,Net45,2021-03-17
CON011406,V0481,Instrumentation Flow Meter Heavy Duty,Instrumentation,2850.12,Net60,2022-09-19
CON011407,V0385,Structural Safety Helmet Heavy Duty,Structural,971.28,Net45,2022-06-17
CON011408,V0274,Fluid Safety Helmet Premium,Fluid,142.75,Net45,2021-12-28
CON011409,V0490,Instrumentation Fasteners,Instrumentation,2123.64,Net30,2024-08-14
CON011410,V0307,Safety Conveyor Belt,Safety,282.63,Net30,2021-01-30
CON011411,V0465,Electrical Pneumatic Cylinder Kit,Electrical,290.44,Net60,2024-04-10
CON011412, V0417 ,Structural Pressure Gauge Standard,Structural,1798.32,Net15,2022-09-01
CON011413,V0219,Instrumentation Industrial Paint Heavy Duty,Instrumentation,3657.68,Net45,2022-10-11
CON011414,V0282,Mechanical Circuit Breaker Premium,Mechanical,3111.15,Net15,2024-06-19
CON011415,V0481,Fluid Steel Rod Standard,Fluid,2078.51,Net60,2024-03-23
CON011416,V0107,Safety Transformer Oil Heavy Duty,Safety,498.95,Net30,2021-04-24
CON011417,V0035,Electrical Bearing Heavy Duty,Electrical,1663.16,Net60,2021-01-10
CON011418,V0318,Safety Pressure Gauge Premium,Safety,203.21,Net60,2021-11-20
CON011419,V0494,Instrumentation Bearing Premium,Instrumentation,2822.87,Net15,2021-12-17
CON011420,V0041,Safety Pressure Gauge Premium,Safety,179.18,Net60,2021-12-09
CON011421,V0386,Electrical Transformer Oil Standard,Electrical,446.39,Net15,2022-04-30
CON011422,V0403,Fluid Safety Helmet Standard,Fluid,608.27,Net45,2021-03-31
CON011423,V0398,Structural Steel Rod Kit,Structural,1436.98,Net30,2022-05-23
CON011424,V0015,Safety Conveyor Belt Standard,Safety,140.21,Net30,2023-09-25
CON011425,V0351,Electrical Steel Rod Kit,Electrical,646.83,Net60,2023-04-24
CON011426,V0254,Structural Conveyor Belt Standard,Structural,1563.7,Net15,2023-08-02
CON011427,V0216,Fluid Conveyor Belt,Fluid,1980.95,Net15,2021-02-21
CON011428,V0436,Fluid Steel Rod Standard,Fluid,2014.44,Net30,2023-10-19
CON011429,V0426,Mechanical Fasteners Premium,Mechanical,3478.1,Net30,2022-06-10
CON011430,V0255,Electrical Conveyor Belt Heavy Duty,Electrical,909.67,Net60,2023-09-09
CON011431,V0420,Structural Conveyor Belt Premium,Structural,424.3,Net45,2024-06-29
CON011432,V0148,Mechanical Electric Motor Premium,Mechanical,920.62,Net45,2021-08-01
CON011433,V0401,Safety Gearbox Premium,Safety,378.11,Net30,2024-10-13
CON011434,V0069,Structural Safety Helmet Heavy Duty,Structural,1034.41,Net30,2024-01-27
CON011435,V0217,Mechanical Safety Helmet Standard,Mechanical,2524.46,Net15,2022-01-11
CON011436,V0441,Mechanical Flow Meter Premium,Mechanical,2300.94,Net60,2024-05-28
CON011437,V0418,Structural Valves Standard,Structural,3122.42,Net45,2022-12-27
CON011438,V0259,Safety Conveyor Belt Standard,Safety,134.13,Net60,2024-02-24
CON011439,V0245,Mechanical Welding Rod Heavy Duty,Mechanical,863.61,Net60,2021-04-05
CON011440,V0060,Instrumentation Pneumatic Cylinder Premium,Instrumentation,594.06,Net60,2022-06-26
CON011441,V0039,Structural Flow Meter Premium,Structural,1744.21,Net45,2021-12-04
CON011442,V0111,Fluid Safety Helmet Standard,Fluid,584.23,Net60,2023-02-17
CON011443,V0436,Instrumentation Valves Heavy Duty,Instrumentation,3663.92,Net30,2021-07-06
CON011444,V0344,Instrumentation Flow Meter Premium,Instrumentation,1546.01,Net45,2024-05-09
CON011445,,Structural PVC Pipe Heavy Duty,Structural,775.98,Net45,2021-09-01
CON011446,,Instrumentation Copper Wire Heavy Duty,Instrumentation,821.77,Net15,2021-06-24
CON011447,V0457,Mechanical Conveyor Belt,Mechanical,3282.37,Net45,2021-08-28
CON011448,V0311,Structural Transformer Oil Kit,Structural,2827.06,Net45,2022-01-18
CON011449,V0365,Safety Conveyor Belt,Safety,289.75,Net30,2024-11-04
CON011450,V0005,Safety Transformer Oil Heavy Duty,Safety,508.05,Net15,2022-08-27
CON011451,V0072,Mechanical Pressure Gauge Standard,Mechanical,2724.49,Net15,2022-03-11
CON011452,V0498,Structural Conveyor Belt Standard,Structural,1717.55,Net45,2021-09-16
CON011453,,Structural Conveyor Belt Standard,Structural,1770.43,Net15,2024-03-07
CON011454,V0096,Fluid Safety Helmet Premium,Fluid,125.21,Net45,2023-07-26
CON011455,V0091,Electrical Conveyor Belt Standard,Electrical,1370.48,Net60,2023-09-02
CON011456,V0385,Structural Hydraulic Pump Premium,Structural,436.21,Net45,2022-08-30
CON011457,V0486,Instrumentation Fasteners,Instrumentation,2032.67,Net45,2023-12-31
CON011458,V0008,Instrumentation Fasteners,Instrumentation,2005.76,Net15,2022-04-08
CON011459,V0088,Fluid Control Panel Premium,Fluid,2261.69,Net30,2024-04-19
CON011460,,Mechanical PVC Pipe Premium,Mechanical,1437.03,Net45,2022-09-11
CON011461,V0405,Electrical Circuit Breaker,Electrical,1639.29,Net45,2023-02-14
CON011462,V0466,Instrumentation Copper Wire Heavy Duty,Instrumentation,787.68,Net30,2022-06-28
CON011463,V0428,Safety Steel Rod Standard,Safety,182.07,Net45,2022-10-26
CON011464,V0081,Instrumentation Steel Rod,Instrumentation,3100.78,Net60,2022-12-20
CON011465,V0187,Instrumentation Safety Helmet,Instrumentation,1316.13,Net15,2022-01-04
CON011466,V0034,Safety Conveyor Belt Standard,Safety,140.6,Net15,2021-09-21
CON011467,V0003,Safety Control Panel Kit,Safety,254.38,Net45,2021-10-12
CON011468, V0208 ,Safety Control Panel Kit,Safety,234.47,Net60,2021-09-01
CON011469,V0173,Structural Steel Rod Kit,Structural,1598.69,Net45,2023-02-11
CON011470,V0180,Fluid Steel Rod Standard,Fluid,2008.44,Net15,2022-07-15
CON011471,V0488,Safety Pneumatic Cylinder,Safety,236.22,Net15,2022-05-17
CON011472,V0382,Safety Pressure Gauge Kit,Safety,430.4,Net15,2021-03-13
CON011473,V0482,Safety Pneumatic Cylinder,Safety,234.53,Net30,2024-07-17
CON011474,V0123,Instrumentation Copper Wire Heavy Duty,Instrumentation,868.77,Net60,2023-07-30
CON011475,V0456,Fluid Conveyor Belt Kit,Fluid,1448.83,Net15,2022-05-08
CON011476,V0322,Instrumentation Copper Wire Heavy Duty,Instrumentation,826.31,Net45,2024-01-07
CON011477,,Electrical Transformer Oil Standard,Electrical,394.0,Net60,2021-08-12
CON011478,V0078,Safety Pneumatic Cylinder,Safety,228.07,Net30,2022-02-15
CON011479,V0371,Electrical Pneumatic Cylinder Kit,Electrical,273.56,Net60,2021-10-15
CON011480,V0249,Safety Control Panel Kit,Safety,241.87,Net15,2021-06-30
CON011481,V0014,Structural Safety Helmet Heavy Duty,Structural,977.95,Net30,2021-09-08
CON011482,V0307,Safety Control Panel,Safety,245.11,Net30,2022-01-02
CON011483,V0287,Instrumentation Copper Wire,Instrumentation,3732.16,Net60,2022-12-14
CON011484,V0374,Instrumentation Copper Wire Heavy Duty,Instrumentation,786.32,Net60,2023-01-09
CON011485,V0294,Electrical Steel Rod Kit,Electrical,581.35,Net60,2024-10-17
CON011486,V0286,Instrumentation Transformer Oil Kit,Instrumentation,1965.76,Net15,2021-06-27
CON011487,V0412,Safety Hydraulic Pump Standard,Safety,102.49,Net45,2021-10-15
CON011488,V0101,Electrical Steel Rod Standard,Electrical,1564.22,Net60,2021-06-03
CON011489,V0301,Structural Safety Helmet Heavy Duty,Structural,1036.87,Net999,2022-01-31
CON011490,V0082,Structural Transformer Oil,Structural,592.85,Net30,2024-04-28
CON011491,V0071,Electrical Conveyor Belt Standard,Electrical,1527.37,Net15,2024-03-05
CON011492,V0480,Fluid Safety Helmet Premium,Fluid,141.64,Net30,2023-04-12
CON011493,V0357,Mechanical Copper Wire Heavy Duty,Mechanical,3454.46,Net60,2022-05-03
CON011494,,Instrumentation Circuit Breaker Standard,Instrumentation,2256.77,Net45,2022-01-20
CON011495,V0434,Instrumentation Flow Meter Premium,Instrumentation,1466.97,Net30,2024-04-23
CON011496,V0217,Electrical Transformer Oil Kit,Electrical,2189.16,Net15,2021-01-27
CON011497,V0010,Instrumentation Copper Wire Heavy Duty,Instrumentation,758.96,Net45,2024-03-09
CON011498,V0148,Mechanical Pressure Gauge Standard,Mechanical,2898.52,Net45,2022-01-21
CON011499,V0373,Mechanical Pressure Gauge Standard,Mechanical,2781.09,Net30,2023-10-28
CON011500,V0006,Safety Conveyor Belt Standard,Safety,132.26,Net30,2024-03-16
CON011501,V0492,Mechanical Conveyor Belt,Mechanical,3423.94,Net45,2024-09-16
CON011502,V0331,Electrical Bearing Heavy Duty,Electrical,1823.77,Net30,2022-04-03
CON011503,V0143,Safety Transformer Oil Premium,Safety,132.51,Net30,2022-12-27
CON011504,V0330,Electrical Steel Rod Standard,Electrical,1441.73,Net45,2024-06-08
CON011505,V0223,Safety Pressure Gauge Premium,Safety,184.27,Net60,2023-05-08
CON011506,V0360,Electrical Steel Rod,Electrical,874.4,Net60,2021-08-02
CON011507,V0043,Safety Conveyor Belt,Safety,305.73,Net15,2021-08-04
CON011508,V0386,Electrical Copper Wire Premium,Electrical,1214.56,Net15,2023-07-15
CON011509,V0438,Structural Transformer Oil,Structural,620.97,Net45,2022-04-27
CON011510,V0277,Electrical Gearbox Premium,Electrical,1204.59,Net45,2022-01-24
CON011511, V0253 ,Mechanical Circuit Breaker Premium,Mechanical,3240.46,Net15,2024-09-16
CON011512,V0046,Structural Conveyor Belt Premium,Structural,394.46,Net60,2023-12-06
CON011513,V0037,Structural Steel Rod Kit,Structural,1576.98,Net30,2021-01-06
CON011514,V0400,Safety Pneumatic Cylinder,Safety,227.75,Net45,2023-01-16
CON011515,V0398,Safety Conveyor Belt Standard,Safety,147.21,Net30,2022-01-30
CON011516,V0471,Fluid Safety Helmet Kit,Fluid,1617.29,Net15,2024-02-17
CON011517,V0475,Mechanical Electric Motor Standard,Mechanical,2082.84,Net45,2022-09-14
CON011518,V0353,Safety Transformer Oil Kit,Safety,474.52,Net15,2021-11-08
CON011519,V0307,Fluid Safety Helmet Standard,Fluid,579.32,Net30,2022-12-19
CON011520,V0122,Instrumentation Flow Meter Kit,Instrumentation,3741.62,Net15,2024-03-17
CON011521,V0029,Safety Transformer Oil Standard,Safety,134.81,Net30,2022-05-07
CON011522,V0071,Fluid Steel Rod Standard,Fluid,1927.03,Net15,2021-10-30
CON011523,V0387,Electrical Conveyor Belt Standard,Electrical,1532.01,Net60,2024-09-07
CON011524,V0445,Fluid Safety Helmet Standard,Fluid,618.91,Net15,2023-10-28
CON011525,V0499,Fluid Lubricant Standard,Fluid,256.64,Net60,2022-04-23
CON011526,V0190,Safety Transformer Oil Standard,Safety,131.42,Net45,2021-08-17
CON011527,V0231,Structural Pressure Gauge Standard,Structural,1649.63,Net45,2021-01-21
CON011528,V0184,Structural Copper Wire Premium,Structural,2117.01,Net60,2024-07-02
CON011529,V0221,Electrical Gearbox Premium,Electrical,1192.09,Net30,2021-11-30
CON011530,V0442,Instrumentation Bearing,Instrumentation,2991.33,Net15,2023-12-31
CON011531,V0251,Mechanical Flow Meter Premium,Mechanical,2328.15,Net60,2023-04-11
CON011532,V0226,Structural Valves Standard,Structural,3137.79,Net15,2021-05-26
CON011533,V0351,Mechanical Flow Meter,Mechanical,4540.09,Net60,2023-07-11
CON011534,V0041,Safety Welding Rod Kit,Safety,323.99,Net60,2021-07-01
CON011535,V0423,Structural Conveyor Belt Standard,Structural,1711.78,Net15,2024-10-09
CON011536,,Fluid Conveyor Belt Kit,Fluid,1265.94,Net45,2024-10-25
CON011537,V0476,Safety Transformer Oil Heavy Duty,Safety,500.61,Net15,2021-10-31
CON011538,V0344,Electrical Conveyor Belt,Electrical,1755.95,Net45,2023-05-15
CON011539,V0356,Mechanical Safety Helmet Standard,Mechanical,2402.7,Net60,2024-08-22
CON011540,V0058,Electrical Conveyor Belt,Electrical,1888.65,Net60,2022-02-13
CON011541,V0066,Safety Transformer Oil Standard,Safety,139.58,Net45,2022-01-26
CON011542,V0035,Electrical Circuit Breaker,Electrical,1716.42,Net60,2024-11-13
CON011543,V0302,Fluid Bearing Premium,Fluid,948.58,Net30,2023-01-02
CON011544,V0120,Electrical Transformer Oil Standard,Electrical,425.55,Net15,2024-10-19
CON011545,V0498,Mechanical Pressure Gauge Premium,Mechanical,3465.18,Net45,2023-09-27
CON011546,V0306,Mechanical Fasteners Heavy Duty,Mechanical,3160.02,Net30,2022-05-05
CON011547,V0342,Structural Steel Rod Kit,Structural,1537.1,Net30,2024-06-11
CON011548,V0251,Instrumentation Copper Wire Heavy Duty,Instrumentation,849.84,Net60,2021-02-05
CON011549,V0241,Safety Hydraulic Pump Heavy Duty,Safety,54.47,Net15,2023-08-08
CON011550,V0064,Structural Conveyor Belt Premium,Structural,419.49,Net45,2024-02-17
CON011551,V0005,Safety Hydraulic Pump Standard,Safety,105.98,Net15,2021-06-28
CON011552,V0153,Safety Pneumatic Cylinder,Safety,235.61,Net15,2022-04-20
CON011553,V0127,Fluid Control Panel Premium,Fluid,2344.59,Net45,2024-12-27
CON011554,V0289,Fluid Steel Rod Standard,Fluid,2014.73,Net30,2021-07-03
CON011555,V0262,Electrical Lubricant Heavy Duty,Electrical,2377.68,Net45,2021-04-06
CON011556,V0035,Electrical Transformer Oil Standard,Electrical,399.96,Net60,2023-03-27
CON011557,V0118,Fluid Control Panel Premium,Fluid,2256.5,Net15,2023-07-24
CON011558,V0407,Safety Lubricant Kit,Safety,497.45,Net45,2024-05-11
CON011559,V0351,Electrical Copper Wire Premium,Electrical,1223.16,Net60,2023-01-17
CON011560,V0112,Instrumentation Industrial Paint Heavy Duty,Instrumentation,4107.06,Net30,2021-04-10
CON011561,V0157,Safety Gearbox Premium,Safety,398.58,Net30,2023-09-20
CON011562,V0377,Mechanical Circuit Breaker Premium,Mechanical,2971.41,Net15,2023-09-03
CON011563,V0071,Instrumentation Bearing Premium,Instrumentation,2741.87,Net15,2023-02-06
CON011564,V0255,Structural Lubricant,Structural,3733.42,Net60,2021-01-21
CON011565,V0276,Safety Control Panel Heavy Duty,Safety,522.07,Net60,2023-01-07
CON011566,V0252,Structural Copper Wire Standard,Structural,2687.12,Net60,2022-11-11
CON011567,V0361,Mechanical Conveyor Belt,Mechanical,3240.98,Net45,2024-05-13
CON011568,V0334,Safety Gearbox Premium,Safety,369.17,Net15,2024-10-18
CON011569,V0390,Mechanical Welding Rod Heavy Duty,Mechanical,878.3,Net30,2023-09-21
CON011570,V0081,Structural Bearing Kit,Structural,1429.72,Net60,2021-08-19
CON011571,V0464,Mechanical Pressure Gauge Premium,Mechanical,3101.95,Net45,2021-08-02
CON011572,V0305,Safety Steel Rod Standard,Safety,192.02,Net60,2023-10-07
CON011573,V0191,Electrical Transformer Oil Standard,Electrical,423.14,Net15,2024-08-30
CON011574,V0122,Mechanical Conveyor Belt,Mechanical,3718.99,Net15,2023-10-08
CON011575, V0144 ,Mechanical Flow Meter Premium,Mechanical,2227.71,Net45,2024-06-06
CON011576,V0165,Instrumentation Transformer Oil Kit,Instrumentation,1923.37,Net15,2023-03-22
CON011577,V0208,Structural Gearbox Heavy Duty,Structural,2854.84,Net60,2022-07-21
CON011578,V0474,Electrical Transformer Oil Standard,Electrical,399.97,Net45,2022-09-29
CON011579,V0124,Safety Gearbox Premium,Safety,375.63,Net45,2022-09-04
CON011580,V0247,Safety Conveyor Belt Standard,Safety,147.97,Net15,2023-02-04
CON011581,V0138,Fluid Bearing Premium,Fluid,955.8,Net45,2022-10-07
CON011582,V0309,Fluid Conveyor Belt,Fluid,2201.48,Net15,2022-06-13
CON011583,V0375,Instrumentation Bearing Premium,Instrumentation,2789.22,Net15,2023-01-22
CON011584,V0418,Safety Pneumatic Cylinder Kit,Safety,209.71,Net45,2022-09-16
CON011585,,Safety Gearbox Premium,Safety,381.28,Net45,2024-03-02
CON011586,V0117,Electrical Gearbox Kit,Electrical,1818.03,Net45,2023-03-24
CON011587,V0261,Mechanical PVC Pipe Premium,Mechanical,1424.38,Net45,2021-02-19
CON011588,V0306,Electrical Lubricant Heavy Duty,Electrical,2648.87,Net30,2024-12-13
CON011589,V0364,Mechanical Fasteners Heavy Duty,Mechanical,2975.54,Net15,2021-09-07
CON011590,V0464,Instrumentation Copper Wire,Instrumentation,3572.18,Net45,2022-08-02
CON011591,V0391,Structural Conveyor Belt Premium,Structural,399.1,Net60,2021-03-07
CON011592,V0117,Mechanical Electric Motor Standard,Mechanical,1982.44,Net45,2022-07-08
CON011593,V0325,Structural Flow Meter Premium,Structural,1610.82,Net15,2023-10-27
CON011594,V0476,Structural Copper Wire Premium,Structural,2106.99,Net15,2024-02-02
CON011595,V0059,Mechanical Welding Rod Heavy Duty,Mechanical,793.37,Net60,2023-01-29
CON011596,V0340,Instrumentation Valves Heavy Duty,Instrumentation,3428.88,Net30,2021-10-16
CON011597,V0119,Instrumentation Electric Motor Premium,Instrumentation,2851.65,Net15,2022-03-26
CON011598,V0186,Instrumentation Copper Wire Heavy Duty,Instrumentation,825.28,Net30,2024-10-18
CON011599,V0209,Electrical Bearing Heavy Duty,Electrical,1884.89,Net30,2022-07-01
CON011600,V0411,Structural Steel Rod Kit,Structural,1400.94,Net30,2021-07-15
CON011601,V0344,Fluid Safety Helmet Premium,Fluid,130.36,Net45,2021-01-03
CON011602,V0322,Instrumentation Bearing Premium,Instrumentation,2630.52,Net45,2021-03-20
CON011603, V0482 ,Safety Control Panel,Safety,252.38,Net30,2023-10-01
CON011604,V0298,Structural Transformer Oil Kit,Structural,3079.79,Net45,2021-08-12
CON011605,V0359,Structural Conveyor Belt Premium,Structural,402.45,Net60,2024-02-29
CON011606,V0185,Electrical Steel Rod Kit,Electrical,653.4,Net45,2022-12-23
CON011607,V0472,Instrumentation Copper Wire,Instrumentation,3620.59,Net15,2023-03-15
CON011608,V0151,Electrical Circuit Breaker,Electrical,1816.9,Net30,2023-04-20
CON011609,,Structural Lubricant,Structural,3230.02,Net45,2022-09-27
CON011610,V0181,Structural Conveyor Belt Standard,Structural,1705.4,Net60,2023-07-16
CON011611,V0102,Mechanical Fasteners Premium,Mechanical,3701.47,Net45,2022-10-13
CON011612,V0397,Structural Transformer Oil,Structural,617.22,Net30,2022-06-10
CON011613,V0242,Safety Lubricant Kit,Safety,460.75,Net15,2021-10-18
CON011614,V0485,Mechanical Pressure Gauge Standard,Mechanical,2917.19,Net30,2024-12-20
CON011615,V0496,Structural Transformer Oil Kit,Structural,2679.09,Net45,2023-05-10
CON011616,V0149,Mechanical Electric Motor Standard,Mechanical,1996.22,Net30,2023-12-20
CON011617,V0013,Safety Welding Rod Kit,Safety,291.65,Net15,2022-05-03
CON011618,V0376,Mechanical Safety Helmet Standard,Mechanical,2669.29,Net45,2023-09-01
CON011619,V0001,Fluid Flow Meter Kit,Fluid,247.36,Net15,2024-05-05
CON011620, V0006 ,Instrumentation Steel Rod,Instrumentation,3266.38,Net30,2024-01-21
CON011621,V0223,Electrical Safety Helmet Kit,Electrical,1562.1,Net60,2024-04-19
CON011622,V0191,Structural Safety Helmet Heavy Duty,Structural,985.97,Net15,2023-02-28
CON011623,V0012,Electrical Transformer Oil Kit,Electrical,2117.25,Net30,2022-07-12
CON011624,V0156,Electrical Gearbox Kit,Electrical,1891.3,Net15,2022-12-31
CON011625,V0138,Electrical Steel Rod,Electrical,927.3,Net45,2024-01-23
CON011626,V0148,Fluid Pneumatic Cylinder,Fluid,1858.66,Net45,2023-10-30
CON011627,V0471,Structural Gearbox Heavy Duty,Structural,2487.41,Net15,2021-08-06
CON011628, V0247 ,Instrumentation Circuit Breaker Standard,Instrumentation,2486.55,Net15,2022-03-19
CON011629,V0229,Fluid Conveyor Belt,Fluid,2003.19,Net60,2024-03-19
CON011630,V0148,Instrumentation Pneumatic Cylinder Premium,Instrumentation,631.16,Net45,2022-11-27
CON011631,V0373,Electrical Conveyor Belt,Electrical,1915.18,Net30,2021-09-04
CON011632,V0310,Instrumentation Electric Motor Premium,Instrumentation,2615.01,Net30,2024-12-09
CON011633,V0267,Instrumentation Flow Meter Heavy Duty,Instrumentation,2933.23,Net60,2022-12-31
CON011634,V0113,Structural Gearbox Heavy Duty,Structural,2501.22,Net15,2021-08-26
CON011635,V0047,Instrumentation Copper Wire Heavy Duty,Instrumentation,849.57,Net45,2022-09-09
CON011636,V0005,Safety Hydraulic Pump Heavy Duty,Safety,48.26,Net15,2022-12-15
CON011637,V0132,Instrumentation Valves Heavy Duty,Instrumentation,3337.06,Net45,2023-09-27
CON011638,V0229,Instrumentation Flow Meter Heavy Duty,Instrumentation,2915.58,Net60,2022-08-29
CON011639,V0355,Fluid Flow Meter Kit,Fluid,250.0,Net60,2021-05-14
CON011640,V0047,Mechanical Circuit Breaker Premium,Mechanical,2952.73,Net45,2021-12-31
CON011641,V0481,Safety Lubricant Kit,Safety,529.09,Net60,2024-10-12
CON011642,V0033,Instrumentation Flow Meter Premium,Instrumentation,1568.01,Net30,2021-04-30
CON011643,V0371,Mechanical Conveyor Belt,Mechanical,3335.12,Net60,2023-07-19
CON011644,V0416,Mechanical Pressure Gauge Premium,Mechanical,3070.12,Net30,2023-07-22
CON011645,V0246,Safety Transformer Oil Kit,Safety,473.58,Net45,2022-11-03
CON011646,V0487,Electrical Steel Rod Standard,Electrical,1552.26,Net30,2022-11-06
CON011647,V0040,Electrical Conveyor Belt,Electrical,1675.78,Net45,2021-04-11
CON011648, V0292 ,Structural Safety Helmet Heavy Duty,Structural,943.77,Net30,2024-10-03
CON011649,V0251,Structural Safety Helmet Heavy Duty,Structural,973.65,Net60,2022-11-06
CON011650,V0135,Fluid Bearing Premium,Fluid,900.49,Net30,2021-04-05
CON011651,V0283,Fluid Pneumatic Cylinder,Fluid,2071.62,Net30,2023-06-11
CON011652,V0004,Structural Conveyor Belt Standard,Structural,1578.43,Net30,2021-12-26
CON011653,,Fluid Lubricant Standard,Fluid,275.43,Net15,2021-01-29
CON011654,V0197,Electrical Circuit Breaker,Electrical,1733.48,Net30,2022-09-05
CON011655,,Fluid Safety Helmet Standard,Fluid,608.59,Net30,2021-05-14
CON011656,V0408,Electrical Steel Rod Kit,Electrical,583.62,Net60,2024-10-08
CON011657,V0034,Fluid Steel Rod Standard,Fluid,2171.81,Net15,2021-11-20
CON011658,V0188,Safety Conveyor Belt,Safety,278.04,Net60,2023-08-13
CON011659,,Structural Steel Rod Kit,Structural,1633.33,Net15,2023-07-17
CON011660,V0348,Safety Pressure Gauge Premium,Safety,203.09,Net30,2022-09-22
CON011661,V0336,Safety Control Panel,Safety,248.34,Net60,2022-12-04
CON011662,V0498,Fluid Bearing Premium,Fluid,894.14,Net45,2022-05-02
CON011663,V0268,Structural Transformer Oil,Structural,587.77,Net60,2023-04-13
CON011664,V0040,Mechanical PVC Pipe Premium,Mechanical,1315.51,Net45,2023-07-28
CON011665,V0246,Safety Lubricant Standard,Safety,437.66,Net45,2022-04-16
CON011666,V0374,Structural PVC Pipe Heavy Duty,Structural,808.69,Net60,2022-07-09
CON011667,V0451,Structural Steel Rod Kit,Structural,1512.9,Net60,2022-11-09
CON011668,V0350,Instrumentation Bearing,Instrumentation,3017.68,Net30,2022-02-18
CON011669,V0404,Structural Gearbox Heavy Duty,Structural,2541.39,Net30,2021-07-28
CON011670,V0184,Safety Pneumatic Cylinder Kit,Safety,209.3,Net60,2021-11-01
CON011671,V0280,Fluid Safety Helmet Kit,Fluid,1633.56,Net15,2022-08-27
CON011672,V0340,Safety Transformer Oil Premium,Safety,135.9,Net30,2022-12-30
CON011673,V0171,Fluid Lubricant Standard,Fluid,269.25,Net15,2021-06-22
CON011674,V0097,Electrical Steel Rod,Electrical,905.47,Net60,2022-09-19
CON011675, V0338 ,Mechanical Circuit Breaker Heavy Duty,Mechanical,4210.76,Net60,2023-03-08
CON011676,V0373,Safety Welding Rod Kit,Safety,318.91,Net30,2024-05-27
CON011677,V0167,Instrumentation Industrial Paint Heavy Duty,Instrumentation,3569.14,Net15,2024-07-17
CON011678,V0172,Electrical Bearing Heavy Duty,Electrical,1709.18,Net30,2022-11-10
CON011679,V0184,Safety Transformer Oil Kit,Safety,471.65,Net60,2022-05-30
CON011680,V0426,Structural Flow Meter Premium,Structural,1678.6,Net30,2024-07-01
CON011681, V0030 ,Electrical PVC Pipe Kit,Electrical,2244.2,Net60,2022-01-19
CON011682,V0361,Mechanical Circuit Breaker Heavy Duty,Mechanical,4133.8,Net45,2023-05-28
CON011683,V0241,Electrical Transformer Oil Kit,Electrical,2130.75,Net15,2021-05-09
CON011684,V0367,Fluid Conveyor Belt Kit,Fluid,1375.95,Net45,2024-07-30
CON011685,,Instrumentation Pneumatic Cylinder Premium,Instrumentation,578.0,Net60,2021-04-13
CON011686,V0193,Mechanical Electric Motor Premium,Mechanical,920.29,Net15,2021-08-04
CON011687,V0216,Safety Flow Meter Kit,Safety,330.68,Net15,2023-02-01
CON011688,V0321,Safety Hydraulic Pump Standard,Safety,106.15,Net15,2023-12-16
CON011689,V0463,Mechanical Electric Motor Premium,Mechanical,1028.75,Net60,2021-12-01
CON011690,V0028,Electrical Conveyor Belt Heavy Duty,Electrical,1031.76,Net15,2022-12-25
CON011691,V0269,Electrical Bearing Heavy Duty,Electrical,1729.73,Net60,2022-11-29
CON011692,V0458,Structural Transformer Oil,Structural,630.89,Net30,2021-07-30
CON011693,V0202,Fluid Pneumatic Cylinder,Fluid,2043.94,Net45,2023-06-29
CON011694,V0090,Mechanical Flow Meter,Mechanical,3961.88,Net45,2021-07-09
CON011695,V0398,Mechanical Copper Wire Heavy Duty,Mechanical,3556.07,Net30,2022-11-21
CON011696,V0137,Mechanical Conveyor Belt,Mechanical,3364.6,Net15,2024-09-13
CON011697,V0091,Safety Pressure Gauge Premium,Safety,188.99,Net60,2023-07-24
CON011698,V0012,Instrumentation Steel Rod,Instrumentation,2986.98,Net30,2024-06-28
CON011699,V0056,Mechanical Fasteners Heavy Duty,Mechanical,2882.15,Net30,2021-03-04
CON011700,V0152,Instrumentation Copper Wire,Instrumentation,3781.67,Net30,2022-06-03
CON011701,V0053,Mechanical Pressure Gauge Standard,Mechanical,3055.44,Net45,2021-11-01
CON011702,V0458,Structural Transformer Oil,Structural,591.4,Net30,2023-06-01
CON011703,V0195,Fluid Conveyor Belt Kit,Fluid,1470.24,Net30,2021-05-05
CON011704,V0341,Structural PVC Pipe Heavy Duty,Structural,801.2,Net15,2021-03-26
CON011705,V0029,Safety Hydraulic Pump Heavy Duty,Safety,49.47,Net30,2024-11-24
CON011706,V0390,Instrumentation Hydraulic Pump Premium,Instrumentation,3369.59,Net30,2022-05-03
CON011707,V0446,Safety Gearbox Premium,Safety,389.23,Net45,2023-08-28
CON011708,V0490,Safety Transformer Oil Standard,Safety,141.07,Net30,2023-03-02
CON011709,V0478,Instrumentation Flow Meter Kit,Instrumentation,3823.91,Net60,2021-09-04
CON011710,V0036,Instrumentation Copper Wire,Instrumentation,4035.26,Net30,2021-11-14
