po_id,vendor_id,item_name,quantity,po_date,region
PO057043,V0074,Instrumentation Valves Heavy Duty,420.0,2022-01-12 00:00:00,South
PO057044,V0253,Electrical Conveyor Belt,42.0,2022-02-06 00:00:00,north
PO057045,V0008,Structural Conveyor Belt Premium,51.0,2023-04-07 00:00:00,Central
PO057046,V0315,Electrical Pneumatic Cylinder Kit,402.0,2025-03-28 00:00:00,west
PO057047,V0185,Instrumentation Bearing,310.0,2023-06-08 00:00:00,East
PO057048,V0316,Mechanical Pressure Gauge Premium,227.0,2025-07-20 00:00:00,South
PO057049,V0046,Structural Safety Helmet Heavy Duty,88.0,2024-01-29 00:00:00,Central
PO057050,V0133,Safety Hydraulic Pump Standard,339.0,2024-01-09 00:00:00,East
PO057051,V0057,Safety Hydraulic Pump Heavy Duty,320.0,2024-11-12 00:00:00,North
PO057052,V0323,Fluid Safety Helmet Standard,174.0,2025-10-15 00:00:00,Central
PO057053,V0056,Structural Pneumatic Cylinder Premium,236.0,2023-08-18 00:00:00,North
PO057054,V0308,Safety Pressure Gauge Kit,489.0,2024-03-06 00:00:00,Central
PO057055,V0070,Electrical Conveyor Belt Heavy Duty,11.0,2023-08-12 00:00:00,south
PO057056,V0473,Instrumentation Flow Meter Heavy Duty,104.0,2025-08-09 00:00:00,East
PO057057,V0208,Safety Conveyor Belt,226.0,2022-11-27 00:00:00,Central
PO057058,,Instrumentation Bearing,,2022-05-01 00:00:00,East
PO057059,V0023,Instrumentation Circuit Breaker Standard,177.0,2022-07-20 00:00:00,West
PO057060,V0163,Electrical Conveyor Belt,107.0,2024-10-25 00:00:00,north
PO057061,V0450,Electrical Steel Rod Kit,197.0,2022-08-05 00:00:00,Central
PO057062,V0074,Fluid Lubricant Standard,412.0,2025-08-15 00:00:00,South
PO057063,V0396,Structural Conveyor Belt Premium,339.0,2025-05-09 00:00:00,North
PO057064, V0209 ,Instrumentation Circuit Breaker Standard,,2022-02-13 00:00:00,South
PO057065,V0402,Electrical PVC Pipe Kit,4.0,2022-10-15 00:00:00,South
PO057066,V0442,Safety Transformer Oil Standard,33.0,2023-03-14 00:00:00,North
PO057067,V0499,Instrumentation Copper Wire,188.0,2022-12-13 00:00:00,Central
PO057068,V0036,Electrical Circuit Breaker,253.0,2022-01-05 00:00:00,North
PO057069,V0399,Fluid Control Panel Premium,50.0,2022-07-14 00:00:00,West
PO057070,V0037,Instrumentation Valves Heavy Duty,82.0,2024-02-08 00:00:00,north
PO057071,V0156,Instrumentation Flow Meter Kit,274.0,2023-12-14 00:00:00,East
PO057072,V0323,Fluid Control Panel Premium,225.0,2022-08-04 00:00:00,Central
PO057073,V0223,Safety Pressure Gauge Kit,469.0,2025-05-13 00:00:00,North
PO057074,V0279,Safety Steel Rod Standard,342.0,2024-12-05 00:00:00,north
PO057075,V0485,Instrumentation Flow Meter Heavy Duty,470.0,2025-01-26 00:00:00,west
PO057076,V0411,Mechanical Copper Wire Heavy Duty,193.0,2025-05-21 00:00:00,East
PO057077,V0182,Electrical Gearbox Kit,443.0,2022-01-15 00:00:00,South
PO057078,V0298,Instrumentation Flow Meter Heavy Duty,140.0,2024-04-11 00:00:00,Central
PO057079,V0026,Instrumentation Industrial Paint Heavy Duty,449.0,2022-02-02 00:00:00,Central
PO057080,V0226,Instrumentation Safety Helmet,288.0,2025-05-01 00:00:00,West
PO057081,V0304,Instrumentation Bearing Premium,163.0,2022-08-18 00:00:00,North
,V0358,Mechanical Flow Meter,27.0,2024-09-23 00:00:00,South
PO057083,V0454,Electrical Circuit Breaker,283.0,2023-12-16 00:00:00,South
PO057084,V0141,Structural Conveyor Belt Standard,29.0,2022-03-08 00:00:00,Central
PO057085,V0454,Electrical Gearbox Kit,445.0,2024-07-23 00:00:00,South
PO057086,V0331,Instrumentation Flow Meter Kit,76.0,2023-12-05 00:00:00,South
PO057087,V0041,Electrical Transformer Oil Kit,153.0,2022-09-03 00:00:00,East
PO057088,V0189,Structural Transformer Oil,315.0,2025-03-30 00:00:00,North
PO057089,V0236,Mechanical Conveyor Belt,62.0,2022-11-27 00:00:00,South
PO057090,V0176,Safety Flow Meter Kit,239.0,2024-03-09 00:00:00,East
PO057091, V0060 ,Mechanical Electric Motor Standard,450.0,2024-08-03 00:00:00,North
PO057092,V0271,Instrumentation Steel Rod,489.0,2024-08-27 00:00:00,West
PO057093,V0070,Structural Gearbox Heavy Duty,354.0,2025-07-22 00:00:00,south
PO057094,V0460,Fluid Safety Helmet Kit,200.0,2023-12-27 00:00:00,Central
PO057095,V0437,Electrical Conveyor Belt Standard,25.0,2022-02-12 00:00:00,north
PO057096,V0236,Electrical Copper Wire Premium,209.0,2023-07-29 00:00:00,South
PO057097,V0036,Electrical Conveyor Belt Standard,58.0,2024-04-01 00:00:00,north
PO057098,V0271,Safety Transformer Oil Premium,123.0,2022-07-12 00:00:00,West
PO057099,V0294,Electrical Transformer Oil Standard,28.0,2024-03-12 00:00:00,North
PO057100,V0449,Instrumentation Valves Heavy Duty,117.0,2025-08-19 00:00:00,Central
PO057101,V0036,Structural Conveyor Belt Standard,65.0,2022-11-23 00:00:00,North
PO057102,V0346,Fluid Bearing Premium,282.0,2025-09-17 00:00:00,North
PO057103,V0277,Electrical Conveyor Belt Standard,399.0,2022-10-25 00:00:00,Central
PO057104,V0091,Instrumentation Bearing,238.0,2025-10-11 00:00:00,South
PO057105,V0064,Fluid Control Panel Premium,68.0,2025-07-29 00:00:00,East
PO057106,V0347,Safety Pneumatic Cylinder Kit,316.0,2024-11-21 00:00:00,South
PO057107,V0169,Safety Pressure Gauge Kit,134.0,2025-07-08 00:00:00,North
PO057108,V0500,Electrical Gearbox Premium,208.0,2023-08-05 00:00:00,West
PO057109,V0451,Structural Steel Rod Kit,391.0,2023-02-06 00:00:00,North
PO057110,V0279,Mechanical Pressure Gauge Premium,301.0,2025-05-22 00:00:00,North
PO057111,V0321,Electrical Gearbox Premium,153.0,2025-10-12 00:00:00,North
PO057112,V0082,Safety Lubricant Kit,72.0,2024-06-02 00:00:00,South
PO057113,V0451,Mechanical Fasteners Premium,275.0,2023-12-10 00:00:00,North
PO057114,V0228,Electrical Transformer Oil Standard,406.0,2024-05-20 00:00:00,west
PO057115,V0253,Electrical Pneumatic Cylinder Kit,477.0,2025-01-06 00:00:00,North
PO057116,V0441,Electrical Transformer Oil Standard,257.0,2025-07-27 00:00:00,East
PO057117,V0004,Structural Transformer Oil Kit,446.0,2025-02-16 00:00:00,South
PO057118,V0244,Mechanical Electric Motor Premium,137.0,2025-08-01 00:00:00,West
PO057119,V0314,Instrumentation Pneumatic Cylinder Premium,58.0,2024-10-19 00:00:00,East
PO057120,V0082,Electrical Pneumatic Cylinder Kit,399.0,2022-12-04 00:00:00,South
PO057121,V0036,Structural Copper Wire Premium,247.0,2022-01-21 00:00:00,North
PO057122,V0262,Structural Pneumatic Cylinder Premium,187.0,2022-10-19 00:00:00,South
PO057123,V0269,Safety Control Panel,491.0,2022-01-08 00:00:00,West
PO057124,V0164,Fluid Steel Rod Standard,276.0,2023-06-11 00:00:00,South
PO057125,V0445,Mechanical PVC Pipe Premium,137.0,2025-02-12 00:00:00,West
PO057126,V0152,Instrumentation Electric Motor Premium,210.0,2024-09-22 00:00:00,Central
PO057127,V0252,Mechanical PVC Pipe Premium,419.0,2022-06-14 00:00:00,North
PO057128,V0097,Safety Lubricant Standard,235.0,2022-03-03 00:00:00,West
PO057129,V0006,Structural Copper Wire Standard,13.0,2023-04-11 00:00:00,South
PO057130,V0213,Structural Pneumatic Cylinder Premium,37.0,2024-02-25 00:00:00,Central
PO057131,V0257,Instrumentation Bearing Premium,264.0,2025-10-11 00:00:00,West
PO057132,V0383,Fluid Steel Rod Standard,260.0,2023-11-27 00:00:00,East
PO057133,V0223,Mechanical PVC Pipe Premium,456.0,2023-04-11 00:00:00,North
PO057134,V0138,Instrumentation Flow Meter Premium,243.0,2023-08-06 00:00:00,West
PO057135,V0301,Electrical Steel Rod Kit,394.0,2024-09-26 00:00:00,central
PO057136,V0189,Electrical Conveyor Belt Heavy Duty,224.0,2024-02-11 00:00:00,North
PO057137,V0121,Electrical Safety Helmet Kit,496.0,2023-08-28 00:00:00,North
PO057138,V0458,Safety Control Panel Heavy Duty,99.0,2022-07-01 00:00:00,North
PO057139,V0263,Structural Steel Rod Kit,273.0,2023-06-02 00:00:00,West
PO057140,V0102,Structural Transformer Oil,74.0,2023-08-20 00:00:00,Central
PO057141,V0336,Instrumentation Fasteners,170.0,2022-10-20 00:00:00,East
PO057142,,Safety Lubricant Standard,86.0,2025-12-26 00:00:00,South
PO057143,V0380,Fluid Lubricant Standard,206.0,2024-08-18 00:00:00,South
PO057144,V0298,Mechanical Pressure Gauge Standard,237.0,2022-08-24 00:00:00,Central
PO057145,V0253,Safety Control Panel Heavy Duty,69.0,2025-11-06 00:00:00,North
PO057146,V0388,Fluid Safety Helmet Premium,80.0,2025-04-07 00:00:00,South
PO057147,V0355,Electrical Safety Helmet Kit,219.0,2024-06-15 00:00:00,Central
PO057148,V0281,Fluid Bearing Premium,322.0,2023-08-29 00:00:00,North
PO057149,V0330,Mechanical Circuit Breaker Premium,119.0,2023-11-22 00:00:00,East
PO057150,V0088,Fluid Conveyor Belt,12.0,2023-03-23 00:00:00,west
PO057151,V0010,Electrical Circuit Breaker,479.0,2022-05-12 00:00:00,Central
PO057152,V0468,Mechanical Pressure Gauge Premium,476.0,2023-08-31 00:00:00,North
PO057153,V0470,Electrical Steel Rod,290.0,2024-01-15 00:00:00,Central
PO057154,V0394,Mechanical Flow Meter,242.0,2025-04-03 00:00:00,South
PO057155,V0186,Instrumentation Bearing Premium,335.0,2024-01-25 00:00:00,West
PO057156,V0077,Instrumentation Transformer Oil Kit,44.0,2023-12-29 00:00:00,South
PO057157,V0178,Safety Pressure Gauge Kit,434.0,2022-02-01 00:00:00,Central
PO057158,V0363,Safety Transformer Oil Kit,202.0,2025-02-20 00:00:00,North
PO057159,V0167,Instrumentation Valves Heavy Duty,451.0,2022-04-15 00:00:00,North
PO057160,V0399,Instrumentation Copper Wire Heavy Duty,178.0,2022-04-12 00:00:00,West
PO057161,V0338,Safety Flow Meter Kit,316.0,2022-10-25 00:00:00,West
PO057162,V0316,Safety Welding Rod Kit,220.0,2025-07-10 00:00:00,South
PO057163,V0467,Electrical Steel Rod Kit,348.0,2025-06-18 00:00:00,east
PO057164,V0451,Safety Lubricant Standard,137.0,2022-02-07 00:00:00,North
PO057165,V0356,Structural Bearing Kit,4.0,2024-05-23 00:00:00,South
PO057166,V0102,Safety Lubricant Kit,254.0,2025-04-08 00:00:00,Central
PO057167,V0471,Safety Transformer Oil Standard,195.0,2023-12-18 00:00:00,East
PO057168,V0116,Instrumentation Flow Meter Kit,262.0,2023-09-17 00:00:00,North
PO057169,V0186,Electrical Conveyor Belt Heavy Duty,267.0,2024-08-21 00:00:00,West
PO057170,V0415,Electrical PVC Pipe Kit,158.0,2023-02-05 00:00:00,North
PO057171,V0107,Instrumentation Pneumatic Cylinder Premium,95.0,2023-10-08 00:00:00,Central
PO057172,V0319,Fluid Lubricant Standard,19.0,2024-05-19 00:00:00,East
PO057173,V0228,Fluid Pneumatic Cylinder,51.0,2023-06-05 00:00:00,West
PO057174,V0312,Instrumentation Flow Meter Heavy Duty,115.0,2022-10-04 00:00:00,East
PO057175,V0481,Fluid Safety Helmet Kit,177.0,2024-07-08 00:00:00,South
PO057176,V0406,Safety Transformer Oil Heavy Duty,125.0,2025-11-09 00:00:00,North
PO057177,V0148,Mechanical Electric Motor Premium,200.0,2022-10-12 00:00:00,South
PO057178,V0031,Fluid Safety Helmet Premium,270.0,2025-04-30 00:00:00,east
PO057179,V0486,Electrical Steel Rod Standard,380.0,2023-06-05 00:00:00,Central
PO057180,V0290,Safety Lubricant Standard,26.0,2023-02-21 00:00:00,North
PO057181,V0090,Fluid Conveyor Belt,317.0,2024-04-25 00:00:00,North
PO057182,V0315,Fluid Pneumatic Cylinder,90.0,2025-07-12 00:00:00,West
PO057183,V0024,Safety Transformer Oil Standard,443.0,2022-07-10 00:00:00,South
PO057184,V0097,Mechanical Pressure Gauge Premium,399.0,2022-03-19 00:00:00,West
PO057185,V0317,Instrumentation Valves Heavy Duty,63.0,2025-06-03 00:00:00,East
PO057186,V0199,Structural Pneumatic Cylinder Premium,83.0,2022-02-20 00:00:00,South
PO057187,V0161,Mechanical Electric Motor Standard,262.0,2025-03-04 00:00:00,East
PO057188,V0328,Mechanical PVC Pipe Premium,59.0,2024-12-02 00:00:00,South
PO057189,V0438,Mechanical Flow Meter,220.0,2022-11-23 00:00:00,East
PO057190,V0340,Electrical Transformer Oil Standard,143.0,2023-06-19 00:00:00,East
PO057191,V0230,Safety Control Panel Kit,114.0,2023-10-25 00:00:00,north
PO057192,V0330,Electrical Lubricant Heavy Duty,447.0,2022-04-27 00:00:00,East
PO057193,V0349,Electrical Transformer Oil Standard,126.0,2025-08-13 00:00:00,North
PO057194,V0388,Fluid Conveyor Belt,6.0,2024-12-04 00:00:00,South
PO057195,V0153,Safety Lubricant Kit,128.0,2022-08-27 00:00:00,Central
PO057196,V0059,Electrical Transformer Oil Kit,476.0,2023-06-25 00:00:00,East
PO057197,V0341,Structural PVC Pipe Heavy Duty,417.0,2025-12-24 00:00:00,Central
PO057198,V0063,Fluid Lubricant Standard,414.0,2024-05-31 00:00:00,West
PO057199,V0230,Safety Control Panel Kit,367.0,2025-09-23 00:00:00,north
PO057200,V0119,Mechanical Circuit Breaker Heavy Duty,393.0,2023-09-01 00:00:00,West
PO057201,V0166,Electrical Circuit Breaker,178.0,2024-06-24 00:00:00,North
PO057202,V0233,Electrical Transformer Oil Standard,169.0,2022-03-26 00:00:00,East
PO057203,V0452,Safety Pressure Gauge Kit,79.0,2022-11-05 00:00:00,West
PO057204,V0341,Instrumentation Safety Helmet,334.0,2023-02-10 00:00:00,Central
PO057205,V0090,Fluid Safety Helmet Kit,323.0,2024-05-06 00:00:00,north
PO057206,V0444,Instrumentation Industrial Paint Heavy Duty,157.0,2022-01-13 00:00:00,Central
PO057207,V0247,Mechanical Flow Meter Premium,380.0,2024-06-19 00:00:00,West
PO057208,V0105,Mechanical Fasteners Heavy Duty,449.0,2023-08-29 00:00:00,Central
PO057209,V0257,Instrumentation Bearing Premium,34.0,2022-08-19 00:00:00,west
PO057210,V0098,Electrical Steel Rod Kit,381.0,2024-10-04 00:00:00,South
PO057211,V0184,Structural Gearbox Heavy Duty,477.0,2022-05-02 00:00:00,west
PO057212,V0404,Safety Transformer Oil Kit,270.0,2024-05-26 00:00:00,South
PO057213,V0330,Fluid Steel Rod Standard,362.0,2022-01-27 00:00:00,East
PO057214,V0237,Electrical Transformer Oil Kit,250.0,2022-12-09 00:00:00,South
PO057215,V0115,Structural Conveyor Belt Standard,25.0,2022-12-22 00:00:00,North
PO057216,V0140,Safety Transformer Oil Heavy Duty,10.0,2024-01-14 00:00:00,East
PO057217,V0491,Fluid Conveyor Belt Kit,311.0,2022-12-14 00:00:00,West
PO057218,V0171,Instrumentation Steel Rod,224.0,2023-11-19 00:00:00,South
PO057219,V0307,Safety Gearbox Premium,19.0,2023-10-24 00:00:00,central
PO057220,V0247,Mechanical Welding Rod Heavy Duty,485.0,2023-02-19 00:00:00,West
PO057221,V0012,Electrical Steel Rod,26.0,2025-09-15 00:00:00,North
PO057222,V0473,Structural Gearbox Heavy Duty,433.0,2025-09-10 00:00:00,East
PO057223,V0046,Instrumentation Pneumatic Cylinder Premium,195.0,2022-06-14 00:00:00,central
,V0330,Structural Lubricant,187.0,2023-01-21 00:00:00,East
PO057225,V0407,Structural Bearing Kit,245.0,2023-06-06 00:00:00,South
PO057226,V0377,Instrumentation Valves Heavy Duty,386.0,2022-07-11 00:00:00,North
PO057227,V0406,Fluid Safety Helmet Kit,242.0,2024-07-10 00:00:00,North
PO057228,V0371,Fluid Bearing Premium,,2024-05-12 00:00:00,East
PO057229,V0222,Safety Pressure Gauge Premium,97.0,2023-01-17 00:00:00,north
PO057230,V0452,Structural Pneumatic Cylinder Premium,133.0,2023-01-18 00:00:00,West
PO057231,V0459,Structural Steel Rod Kit,393.0,2025-01-23 00:00:00,Central
PO057232,V0219,Electrical Lubricant Heavy Duty,454.0,2022-02-27 00:00:00,West
PO057233,V0240,Safety Control Panel Kit,256.0,2025-03-25 00:00:00,South
PO057234,V0240,Safety Hydraulic Pump Heavy Duty,74.0,2023-12-11 00:00:00,South
PO057235,V0138,Fluid Bearing Premium,378.0,2023-09-05 00:00:00,West
PO057236,V0059,Electrical Steel Rod,464.0,2022-05-22 00:00:00,East
PO057237,V0131,Instrumentation Copper Wire,23.0,2024-10-04 00:00:00,Central
,V0425,Instrumentation Steel Rod,371.0,2024-01-28 00:00:00,South
PO057239,V0266,Mechanical Electric Motor Premium,343.0,2023-06-29 00:00:00,east
PO057240,V0427,Instrumentation Electric Motor Premium,284.0,2025-10-22 00:00:00,East
PO057241,V0376,Safety Flow Meter Kit,132.0,2022-03-06 00:00:00,Central
PO057242,V0174,Safety Conveyor Belt Standard,162.0,2022-07-17 00:00:00,Central
PO057243,V0096,Mechanical Pressure Gauge Standard,118.0,2024-03-06 00:00:00,West
PO057244,V0280,Safety Control Panel Heavy Duty,132.0,2023-05-22 00:00:00,East
PO057245,V0470,Structural Valves Standard,252.0,2024-07-08 00:00:00,Central
PO057246,V0423,Safety Conveyor Belt Standard,169.0,2025-06-11 00:00:00,South
PO057247,V0382,Electrical Safety Helmet Kit,14.0,2022-03-16 00:00:00,North
PO057248,V0382,Safety Steel Rod Standard,383.0,2023-12-20 00:00:00,North
PO057249,V0257,Structural Transformer Oil,308.0,2025-01-30 00:00:00,west
PO057250,V0089,Structural PVC Pipe Heavy Duty,230.0,2023-07-04 00:00:00,east
PO057251,V0142,Instrumentation Steel Rod,219.0,2025-02-09 00:00:00,South
PO057252,V0286,Electrical Transformer Oil Kit,40.0,2022-12-04 00:00:00,Central
PO057253,V0157,Safety Flow Meter Kit,246.0,2025-02-07 00:00:00,West
PO057254,V0392,Electrical Conveyor Belt,185.0,2022-08-21 00:00:00,North
PO057255,V0186,Safety Transformer Oil Heavy Duty,207.0,2025-13-45,West
PO057256,V0059,Electrical Conveyor Belt Heavy Duty,494.0,2023-01-20 00:00:00,East
PO057257,V0392,Fluid Safety Helmet Premium,421.0,2025-06-10 00:00:00,North
PO057258,V0350,Structural Transformer Oil Kit,374.0,2023-02-23 00:00:00,North
PO057259,V0130,Safety Hydraulic Pump Heavy Duty,451.0,2023-03-09 00:00:00,North
PO057260,V0492,Electrical Safety Helmet Kit,88.0,2025-06-05 00:00:00,Central
PO057261,V0199,Instrumentation Transformer Oil Kit,216.0,2024-04-11 00:00:00,South
PO057262,V0341,Fluid Safety Helmet Premium,482.0,2025-06-20 00:00:00,Central
PO057263,V0458,Safety Pneumatic Cylinder Kit,222.0,2025-07-15 00:00:00,north
PO057264,V0081,Safety Conveyor Belt,365.0,2022-07-31 00:00:00,Central
PO057265,V0443,Safety Hydraulic Pump Heavy Duty,484.0,2022-02-23 00:00:00,North
PO057266,V0353,Electrical Conveyor Belt,10.0,2025-01-17 00:00:00,East
PO057267,V0088,Fluid Pneumatic Cylinder,335.0,2022-12-02 00:00:00,West
PO057268,V0334,Electrical PVC Pipe Kit,338.0,2025-04-13 00:00:00,South
PO057269,V0442,Electrical Gearbox Kit,436.0,2024-05-16 00:00:00,North
PO057270,V0401,Structural Transformer Oil,162.0,2025-08-27 00:00:00,South
PO057271,V0381,Mechanical PVC Pipe Premium,221.0,2025-09-15 00:00:00,Central
PO057272,V0083,Instrumentation Circuit Breaker Standard,10.0,2023-12-26 00:00:00,East
PO057273,V0098,Instrumentation Electric Motor Premium,162.0,2024-06-07 00:00:00,South
PO057274,V0269,Instrumentation Pneumatic Cylinder Premium,8.0,2022-08-12 00:00:00,West
PO057275,V0288,Instrumentation Industrial Paint Heavy Duty,457.0,2022-10-07 00:00:00,North
PO057276,V0473,Safety Conveyor Belt,192.0,2022-05-05 00:00:00,East
PO057277,V0232,Structural Transformer Oil,445.0,2024-02-23 00:00:00,west
PO057278,V0152,Electrical Steel Rod Kit,252.0,2023-08-07 00:00:00,Central
PO057279,V0098,Mechanical Flow Meter Premium,71.0,2024-03-02 00:00:00,South
PO057280,V0030,Fluid Lubricant Standard,107.0,2023-07-23 00:00:00,West
PO057281,V0036,Mechanical Circuit Breaker Premium,67.0,2024-04-17 00:00:00,north
PO057282,V0283,Structural Valves Standard,22.0,2024-09-09 00:00:00,Central
PO057283,V0091,Electrical PVC Pipe Kit,374.0,2024-02-10 00:00:00,South
PO057284,V0429,Electrical Circuit Breaker,327.0,2023-06-16 00:00:00,North
PO057285,V0296,Structural Pressure Gauge Standard,186.0,2024-08-07 00:00:00,West
PO057286,V0437,Mechanical PVC Pipe Premium,461.0,2025-02-10 00:00:00,North
PO057287,V0214,Safety Control Panel Heavy Duty,287.0,2023-12-30 00:00:00,South
PO057288,V0295,Fluid Control Panel Premium,66.0,2024-02-23 00:00:00,south
PO057289,V0256,Safety Conveyor Belt,188.0,2022-12-14 00:00:00,West
PO057290,V0495,Structural Valves Standard,346.0,2023-11-09 00:00:00,West
PO057291,V0400,Instrumentation Copper Wire Heavy Duty,378.0,2022-04-08 00:00:00,Central
PO057292,V0295,Structural Steel Rod Kit,121.0,2025-02-10 00:00:00,South
PO057293,V0302,Safety Pneumatic Cylinder,101.0,2023-06-20 00:00:00,North
PO057294,V0128,Mechanical Fasteners Heavy Duty,221.0,2023-12-24 00:00:00,Central
PO057295,V0367,Mechanical Welding Rod Heavy Duty,281.0,2022-04-29 00:00:00,North
PO057296,V0493,Electrical PVC Pipe Kit,12.0,2025-10-25 00:00:00,Central
PO057297,V0068,Mechanical Welding Rod Heavy Duty,,2022-06-09 00:00:00,East
PO057298,V0319,Structural Valves Standard,327.0,2025-08-21 00:00:00,east
PO057299,V0252,Mechanical Flow Meter Premium,408.0,2023-09-19 00:00:00,North
PO057300,V0428,Electrical PVC Pipe Kit,154.0,2023-05-23 00:00:00,East
PO057301,V0001,Mechanical Copper Wire Heavy Duty,172.0,2025-03-20 00:00:00,North
PO057302,V0070,Electrical Transformer Oil Kit,403.0,2025-04-03 00:00:00,South
PO057303,V0020,Safety Conveyor Belt,298.0,2025-03-02 00:00:00,central
PO057304,V0084,Structural Conveyor Belt Standard,412.0,2022-11-14 00:00:00,north
PO057305,V0355,Instrumentation Valves Heavy Duty,38.0,2023-12-31 00:00:00,central
PO057306,V0072,Mechanical Flow Meter,447.0,2024-08-17 00:00:00,North
PO057307,V0311,Structural Gearbox Heavy Duty,264.0,2022-02-01 00:00:00,South
PO057308,V0439,Structural Copper Wire Standard,111.0,2025-04-03 00:00:00,South
PO057309,V0018,Mechanical Copper Wire Heavy Duty,350.0,2025-03-31 00:00:00,Central
PO057310,V0013,Mechanical Welding Rod Heavy Duty,143.0,2022-12-16 00:00:00,North
PO057311,V0496,Instrumentation Valves Heavy Duty,399.0,2024-11-19 00:00:00,west
PO057312,V0339,Instrumentation Copper Wire Heavy Duty,247.0,2024-06-03 00:00:00,Central
PO057313,V0073,Mechanical Copper Wire Heavy Duty,443.0,2022-09-03 00:00:00,central
PO057314,V0153,Mechanical Pressure Gauge Premium,246.0,2022-01-17 00:00:00,Central
PO057315,V0495,Structural Safety Helmet Heavy Duty,405.0,2022-10-23 00:00:00,West
PO057316,V0116,Instrumentation Safety Helmet,423.0,2024-12-02 00:00:00,North
PO057317,V0378,Safety Transformer Oil Standard,166.0,2023-12-07 00:00:00,North
PO057318,V0125,Instrumentation Bearing,382.0,2025-07-11 00:00:00,West
PO057319,V0197,Safety Steel Rod Standard,81.0,2023-11-17 00:00:00,South
PO057320,V0444,Safety Pressure Gauge Premium,467.0,2022-08-08 00:00:00,Central
PO057321,V0014,Safety Pneumatic Cylinder,11.0,2023-05-29 00:00:00,North
PO057322,V0153,Electrical PVC Pipe Premium,496.0,2023-05-04 00:00:00,Central
PO057323,V0241,Safety Lubricant Standard,342.0,2024-12-18 00:00:00,West
PO057324,V0313,Safety Transformer Oil Heavy Duty,139.0,2025-10-16 00:00:00,South
PO057325,V0014,Structural Copper Wire Premium,194.0,2022-11-10 00:00:00,North
PO057326,V0203,Electrical Conveyor Belt Heavy Duty,225.0,2023-10-23 00:00:00,South
PO057327,V0172,Fluid Control Panel Premium,106.0,2025-10-31 00:00:00,South
PO057328,V0013,Safety Transformer Oil Heavy Duty,315.0,2023-11-15 00:00:00,North
PO057329,V0177,Mechanical Circuit Breaker Heavy Duty,68.0,2022-10-16 00:00:00,Central
PO057330,V0468,Mechanical Circuit Breaker Heavy Duty,331.0,2022-01-23 00:00:00,North
PO057331,V0137,Structural Valves Standard,478.0,2023-05-20 00:00:00,South
PO057332, V0290 ,Electrical Conveyor Belt Standard,157.0,2023-01-16 00:00:00,North
PO057333,V0150,Structural Pressure Gauge Standard,231.0,2025-10-09 00:00:00,East
PO057334,V0055,Safety Transformer Oil Premium,386.0,2025-01-14 00:00:00,South
PO057335,V0146,Electrical Gearbox Premium,340.0,2024-04-18 00:00:00,Central
PO057336,V0233,Structural Bearing,316.0,2023-11-22 00:00:00,East
PO057337,V0148,Instrumentation Bearing Premium,478.0,2025-03-01 00:00:00,South
PO057338,V0312,Structural Bearing,20.0,2022-08-30 00:00:00,East
PO057339,V0475,Structural PVC Pipe Heavy Duty,353.0,2025-01-04 00:00:00,East
PO057340,V0036,Instrumentation Copper Wire,350.0,2022-09-08 00:00:00,North
PO057341,V0359,Instrumentation Copper Wire,208.0,2025-02-26 00:00:00,East
PO057342,V0001,Electrical Transformer Oil Kit,450.0,2024-12-19 00:00:00,North
PO057343,V0001,Instrumentation Valves Heavy Duty,345.0,2022-03-14 00:00:00,north
PO057344, V0070 ,Safety Pneumatic Cylinder,192.0,2023-12-16 00:00:00,South
PO057345,V0238,Electrical Circuit Breaker,90.0,2023-01-16 00:00:00,central
PO057346,V0026,Electrical Steel Rod Kit,446.0,2024-12-21 00:00:00,Central
PO057347,V0361,Safety Hydraulic Pump Standard,236.0,2023-02-25 00:00:00,West
PO057348,V0015,Mechanical Electric Motor Premium,409.0,2025-05-23 00:00:00,South
PO057349,V0245,Mechanical Circuit Breaker Heavy Duty,65.0,2022-03-29 00:00:00,South
PO057350,,Mechanical Electric Motor Standard,474.0,2023-11-25 00:00:00,Central
PO057351,V0123,Structural Valves Standard,413.0,2023-02-03 00:00:00,West
PO057352,V0287,Safety Transformer Oil Premium,41.0,2022-01-31 00:00:00,South
PO057353,V0131,Electrical Transformer Oil Standard,330.0,2024-06-05 00:00:00,Central
PO057354,V0109,Structural Flow Meter Premium,458.0,2024-09-28 00:00:00,East
PO057355,V0411,Instrumentation Flow Meter Heavy Duty,,2023-03-26 00:00:00,east
PO057356,V0166,Electrical Pneumatic Cylinder Kit,144.0,2022-01-31 00:00:00,North
PO057357,V0409,Fluid Conveyor Belt,146.0,2025-10-05 00:00:00,west
PO057358,V0111,Instrumentation Bearing Premium,128.0,2025-01-13 00:00:00,South
PO057359,V0177,Safety Lubricant Standard,385.0,2023-04-06 00:00:00,Central
PO057360,V0053,Electrical Conveyor Belt,393.0,2022-04-19 00:00:00,East
PO057361,V0246,Safety Hydraulic Pump Heavy Duty,442.0,2023-04-10 00:00:00,North
PO057362,V0190,Safety Transformer Oil Kit,493.0,2025-02-25 00:00:00,South
PO057363,V0004,Safety Hydraulic Pump Standard,176.0,2024-12-15 00:00:00,South
PO057364,V0231,Mechanical Copper Wire Heavy Duty,220.0,2023-08-16 00:00:00,North
PO057365,V0040,Electrical Steel Rod Kit,217.0,2022-02-08 00:00:00,east
PO057366,V0422,Mechanical Copper Wire Heavy Duty,489.0,2022-08-03 00:00:00,South
